,Comment,Rating,r
580,"Awesome looks, great build quality, fantastic EMOUI, value for money features. Only con is it's slippery as hell. Using a cover hides it's beauty.But at no tables did it not turn heads.Totally happy about it.",5,1
581,"This is what I was looking for...awesome looks,   stylish logo, dual cam, great specs, reasonable price, honor brand, 2year warranty, VIP card, rare gem, one of its kind blue sapphire color, expandable up to 128GB, 15 layer crystal glass also slippery, 3 month screen damage warranty, feels like Samsung edge and iPhone 6s, amazing speaker, NFC.....................love you honor...I have used honor holly, honor 6, honor 5x and now honor 8 ...so without a doubt I am big fan of honor brand........",5,1
582,"I'll Explain in the end, why 3*  after having everything perfect except one. But that one is too risky to handle.This phone looks fantastic and works like a charm. Out of the crowd it actually stands out.Regarding reliability of hardware from honor, i can say that I'm using honor 6 from last 2yrs & I still find it my best companion until i had a hold on this gorgeous Honor 8FYI: I used honor 6 parallel to Galaxy note 3 cons:Its single simWorst thing is its glasses on front and back ar...",5,1
583,"This is truly a masterpiece , awesome design and craftmanship. The 2.5 D glass on the back makes a premium appeal to its looks. I bought sapphire blue which is sheer pleasure and a head turner. Performance is also awesome and not to forget the Price Tag , this is one of the best handsets in all aspects. Below are the Pros and Cons of HONOR8-Pros-1. Stunning design, 2.5D glass craftmanship.2. Incredible performance & beats S7 edge and One Plus3.3. Awesome camera, both rear and front.4. S...",4,1
584,It's been about 10 days since the purchase and being my first Honor phone I must say I'm very impressed with this phone. I'm not much of a gamer so this review is not based on the gaming performance although I only played temple run and it was a flawless experience! Likes1. Smooth performance without any lags or abrupt closing of apps. 2. Primary camera performance is awesome in pro mode.3. Screen looks awesome and is good to view in daylight as well if the brightness is set to nearly 50...,5,1
585,amazing ...simply amazing in the feel..too good to handle and just feels so rich in handling. Runs smooth with the interface (emui).  Very nice fingerprint sensor.highly recommend to buy this phone(especially blue version),5,1
586,"LTPS display is very share and smooth feel.Finger print sensor is very responsive even with the slight touch.Brilliant design. Stunning look. Reflects in sunlight.Good build quality.Battery backup is 1 day on heavy usage with data/wifi on.Rear DSLR picture quality, front camera is mind blowing.Kirin 950 processor is lag free. Can handle multiple apps. Very fast software/applications response.More fun with EMUIReally worth for 30K.It would have been flagship killer if Honor 8...",5,1
587,"One of the best mobile phones in market in 25k segment. [ Got 10% off for citibank credit card usage :-) ],Thanks to flipkart for delivering the product 1 day before than expected.Its been 10 days from now that i am using the mobile.Following are the pros and cons:Cons:-->Front cam would have been better.-->Speakers Sound output is nominal.-->No ear phones provided by Huawei for a 26k mobile.(Music player sound quality is good if you have a good quality ear phone).-->Due to smooth fi...",5,1
588,"Hi Friends, Awesome packing by Flipkart but not shipped in committed date. Using this mobile for 2 days and here are some views about this mobile. Pros: DESIGN: When u first take this mobile in ur hand, U get an awesome feeling that u r holding a premium mobile bcoz of its elegant design. DISPLAY: As its 401 ppi, display is gorgeous. Its just wonderful to see this mobile. Lock screen image changes once every time u press the lock button. This is something new I experienced and its bea...",5,1
589,Bought this unique Item. I willn't go through specification as you people can go through in the mobile description.First i will go through it's drawbacks after using it for more than 1 week:1- Huawei needs to make ram management more smart. Sometimes some apps consume more battery & ram.2 - Although battery is 3600 mah & normally it uses 1.3 GHZ to handle daily usages still it doesn't feels having 3600 mah. It is just better than my moto g2 having 2070 mah as moto gives me 4-5 hrs of conti...,4,1
590,This phone is brilliant when compared to other products currently available at this price.. Everything is perfectly designed and superb to use.. Awesome Phone from Huawei !!,5,1
591,"I chose this phone over the likes of many phones like the oneplus one, zenfone 2. I did a fare bit of research on all the phones available in this price bracket.CONS:1. A BIT OVERPRICED ( no earphones)2. NOT A FAMOUS PHONE3. NOT A FAMOUS PROCESSORPROS:except the above mentioned thing everything in this device is great. The processor is really snappy, ram is more than enough and battery life is great too.But I really want to point out the BUILD, SCREEN QUALITY and CAMERA, you cann...",5,1
592,One of the best all rounders in the world of flagship smartphones.Pros: * very good in ram management      * Excellent camera in all conditions.Images are detailed          * Good battery          * Runs many apps without any lags          * Has NFC support          * Stylish looks and elegant designCons: * it runs on Android KitKat and you can manually update to Android marshmallow.Will not receive Android update after 6          * Even the latest Android security patch is not provid...,5,1
593,"For someone who spends greater than 15 hrs outside home, i needed a great phone with good battery and last me whole day, with no compromise on my day to day activities - Whatsapp, FB, Tweets, NFS, Plants VS Zombies 2, FM radio, Exchange Emails - well.. Here is Honor 6 plus, which did all this and lasted throughout my schedule and was raring to go another day.. Its been 3 months and i see the same performance.As seen on Youtube (search for Honor 6 plus Bullet proof) i saw the phone through th...",5,1
594,"A BIG Thanks to FLIPKART !!!Now coming to phone review,  Man its WOW !!! It has got almost all the features which a top end phone of 60K is flaunting and that too lesser than half price...Pros:Elegant Looks (Black looks sexy)Super fast processing best mobile camera in its range (Nice Bokeh Effect which means ur subject remains in sharp focus while the background blurs)Nice battery backup (full day with 3G usage and occasional gaming)Smart user interfaceZero LaggingWireless Chargin...",5,1
595,"Excellent phone... i have been using this device since 2015 September, i never faced any issues like hang, restart etcFull hd video recording Clarity is outstanding.. Wide aperture still camera mode not upto the expectation...But in the normal mode pictures are outstanding..Battery backup is also satisfactory",5,1
596,"1. Moto G5 plus (4GB/32)2. Nokia 5 (3GB)3. Honor 8 lite Actually this was my options before purchasing honor 8 lite,.Head to head G5 Vs HonorSame series (600) processor but different vendorsSame RAMSame BatterySame Display size First Honor 8 litePros 1. Packed with all sensors( Includes compass, pedometer)2. 4GB / 64GB 3. Battery pack up is best in class( Varies from user to userModerate user finds good enoughHeavy users requires charger before the end of the day)4. ...",4,1
597,"Excellent mobile .. battery is superb ..Camera is also awesome. . mobile looks was very impressive and it's a slim .. performance wise very fast 4Gb ram working wonderly.. totally this best mobile on this price .. but honor 9i was excellent .. i want exchange my product ,but in the exchange option not showing my my model",4,1
598,Okay so why this phone if there are many best alternatives in the market? -This one is for those who want a change in design as other phones in this price range looks like clone of each other. Now comes to pros and cons :Pros-desing is fabulous.-4gb ram with 64 gigs of internal storage .So you wont need any micro SD card .-huawei's own power efficient Kirin 655 octa core processor which is built on 16nm technology . -camera is great at outdoor condition.-Battery is good as I said it's...,5,1
599,I love this phone. well deserved 5 rating... . I recommend Honor over lenovo & OPPO & VIVO phones..........,5,1
600,"Been using it for a few weeks now and I'm pretty impressed. Emui5 is very smooth. Still haven't received the 5.1 update though. Battery is decent lasts throughout normal day usage. The only complaint I have is about the delivery l, it could have been packed better and I had to go collect it from a location 5 Kms away they could have easily brought it to the given address.",4,1
601,Phone is better camera quality also superbfingerprint scanner is so fastRAM performance also goodprocessor speed also so goodheadsets is ordinary nothing special in headsetand battery also so good one day standing phone look so pretty,5,1
602,"Good and handy phone with 1full day battery backup in heavy use.with average use u can use it for 2 days. great value for money, good display clarity and I loved it...",4,1
603,One of the best looking phone in the market with wonderful specs.. Satisfied with the device.. Loving it,5,1
604,"Nice productprose1. Gorgeous design2. Very good battery backup3. Super fast finger print scanner4. No heating problem5. Super fast processor6. Decent camera performance, especially selfie camera is awesome.Cons.....1. No fast charging2. Music quality is not good but headphone is nice     --------Thanks Flipkart for fast delivery.",4,1
605,"Awesome handset at this range i should say..  Buyers won't regret. Don't think just go for it. Display is better then iPhone 5, 5s, n 6 n 6splus... Stunning display performances.  Thanks flipkart! M Happy with it.",5,1
606,very nice phone &  it's colour is ossam and display & camera quality  is supurb . I love this phone .,5,1
607,"Very light, easy to handle and good looking phone. I am not a heavy gamer. So battery is adequate for day to day use. I would say just go for it. Even its functioning more smoothly than asus max pro 6 gb version.",5,1
608,Mobile is very good camera is great and good for in this budget this is budget friendly mobile.,5,1
609,"Honor is my trusted brand honor 9n is best phone under budget . It's design and look is same iphone x , light weight phone.battery backup is very gooddisplay quality is crystal sharp and goodfront camera is very clear and nice 16MPrear camera is good but not full brightnessDSLR and Al effect is bestscreen split feature is good u can use 2 application at. time on a screen.it support fast charging kirin 659 processor gives fast performance.OTG supported.",4,1
610,"The only option in the rs 12000 range that satisfies the below requirements..  1. notch screen, bezel less display, high screen to body ratio.2. 5.84 inch screen - neither too big nor too small3. dual camera for Bokeh mode.4. light weight -151gm5. octa core processor6. comes with back case in the box7. fast enough for WhatsApp, Facebook, email, few calls, internet browsing. I don't play graphics rich games so don't care too much about a strong GPU.8. Made in India.Recommend. Great pr...",5,1
611,"Worth your money every single penny, I was in the dialama before buying this phone, after I used it for severel days the phone works so much faster and better, it has all the features in this phone where it can compete with higher end phones.you can never ever get a better phone than this at this price point.face unlock,display clarity,camera, performance and everything is upto the mark... Simply u can go ahead with this phone... Honor 9n paisa vasool👌",5,1
612,"The phone looks extremely stylish. It's handy and easy to use. As far as performance is concerned, the phone runs smoothly even on 3GB RAM. If you're planning to play game, you're to go for 4GB/64GB. Face unlock and fingerprint sensor work swiftly. The camera has a wide range of features. It comes up with bokeh effect in rare and front camera. Camera is certainly good. You can adjust bokeh effect manually. It also allows you to take snap in manual mode. The thin one should consider about this...",5,1
613,phone is totally good no lagging issues design is superb no doubt .... u wont get a phone with these features at this price. go for it  battery would have been liittle better but its better than honor 9 lite notch display attracts the most. delivery date might vary from the expected one. cameras are much betterr than mi note 5 pro front camera is also good ....,5,1
614,camara quality is good but in the lightly and low light in the not good quality camara battery backup nonstop net use in 6 our and sound quality is good display is good,5,1
615,"This phone is absolutely amazing. Perfect size, perfect camera, perfect looks, perfect specs. And I got it in 3 days after ordering.",5,1
616,"A good gift for my wifeTOP 1: Leica Certified Lens Leica, known for fine German craftsmanship and reliable quality, has been held as a legendary brand in the world of photography. Fans of the brand praise these lenses for blowing life into photos. When describing excellent lenses we use phrase like “high permeability” or sentence like “capture the sense of airiness in the picture.” High permeability here is easily understood while “airiness” takes time to come across. Airiness refers to un...",5,1
617,"Ordered it from Flipkart on the day it was launched. Have to say, the screen is awesome (even though its 'only' 1080p). Did some indoor shooting. Camera is comparable to S7edge - both have their pros and cons. Selfie camera is awesome though - nice balance between making the selfie look unnatural and hiding very obvious blemishes of skins. UI is good and easy to use. No issues encountered till now. Battery easily lasts a day even on heavy usage (no gaming though).",4,1
618,"I don't know why people always go crazy after run after selected few brands and don't consider buying phones like this.I bought this after researching for a week on youtube. In the almost 3 month usage of mine,here is what i want to share about this amazing device. pro'sCamera Camera Camera... even the selfie cam outperforms. people often asked me whether i photoshopped my pics,In reality the pics are right out of the camera. the options,filters and dslr like setting will make you a pro i...",5,1
619,"Bought P9 to gift to my brother-in-law. With a  Crazy deal for ₹13,409. Mobile contains all the best features we expect today. Greater camera, superior build quality, sleek design with a powerful processor, 3gb RAM and 32 GB ROM.  As nothing is perfect in this world. Only concerns are in its charging time and heating. Those who are looking for best camera mobile, if you are getting this within 15k just go for it.",5,1
620,I dont believe spending a lot of cash for a phone. Thats why I went for the smartest option. And it didnot disappoint. The camera is brilliant. It captures bokeh effect some thing only professional cameras can do. Also the Light painting effects are great. The phone itself is powerful and responsive. Flipkart as always was most trustworthy online portal. Deeply satisfied with the product.,5,1
621,"I been using this form last 9 months and it's been really amazing the performance, camera is awesome takes some of best images. It looks very elegant in the hand though it is slippery some times..",5,1
622,"Its 100℅ worth phone..!!I bought this phone on big billion day offer of 41k to just 15k💙 This review is after 3 week of usage..!Its really great on cameraSome reviews mention this phone as best camera phone, but actually it gives very good performance too!💪Display quality is premiumBattery quality is very good enough gives complete one day for above normal usage!!And only issue about this phone is heating up ONLY while using camera..Buyers please keep it in mind that heats up o...",5,1
623,This is my honest review after use of 10days:-Likes:-for the price range 15k *genuine product*great built design*front camera is best compared to back one*display*in box head phones are very awesome *android 7.0 update available*fast delivery it takes only 1 dayDislikes :-*low battery back up 2-3 times a day*not for heavy gamings*1sim+32Gb rom*slow charging 2:30 hours*mobile gets heated using on mobile data*very slipping natureSo finally if u want to buy this mobile 15k or ...,4,1
624,A very good looking phone. Quite a fast processor. The pictures in good light are excellent. Low light photography leaves a lot to be desired.,4,1
625,An awesome deal..i just pay 13500 for this premium phone.. The look is awesome.. And the best part of this phone is camera.. Now u dnt have to carry extra DSLR.. Bcs this phone camera is awesome,5,1
626,"A good gift for my wifeTOP 1: Leica Certified Lens Leica, known for fine German craftsmanship and reliable quality, has been held as a legendary brand in the world of photography. Fans of the brand praise these lenses for blowing life into photos. When describing excellent lenses we use phrase like “high permeability” or sentence like “capture the sense of airiness in the picture.” High permeability here is easily understood while “airiness” takes time to come across. Airiness refers to un...",5,1
627,"Ordered it from Flipkart on the day it was launched. Have to say, the screen is awesome (even though its 'only' 1080p). Did some indoor shooting. Camera is comparable to S7edge - both have their pros and cons. Selfie camera is awesome though - nice balance between making the selfie look unnatural and hiding very obvious blemishes of skins. UI is good and easy to use. No issues encountered till now. Battery easily lasts a day even on heavy usage (no gaming though).",4,1
628,"I don't know why people always go crazy after run after selected few brands and don't consider buying phones like this.I bought this after researching for a week on youtube. In the almost 3 month usage of mine,here is what i want to share about this amazing device. pro'sCamera Camera Camera... even the selfie cam outperforms. people often asked me whether i photoshopped my pics,In reality the pics are right out of the camera. the options,filters and dslr like setting will make you a pro i...",5,1
629,"Bought P9 to gift to my brother-in-law. With a  Crazy deal for ₹13,409. Mobile contains all the best features we expect today. Greater camera, superior build quality, sleek design with a powerful processor, 3gb RAM and 32 GB ROM.  As nothing is perfect in this world. Only concerns are in its charging time and heating. Those who are looking for best camera mobile, if you are getting this within 15k just go for it.",5,1
630,I dont believe spending a lot of cash for a phone. Thats why I went for the smartest option. And it didnot disappoint. The camera is brilliant. It captures bokeh effect some thing only professional cameras can do. Also the Light painting effects are great. The phone itself is powerful and responsive. Flipkart as always was most trustworthy online portal. Deeply satisfied with the product.,5,1
631,"I been using this form last 9 months and it's been really amazing the performance, camera is awesome takes some of best images. It looks very elegant in the hand though it is slippery some times..",5,1
632,"Its 100℅ worth phone..!!I bought this phone on big billion day offer of 41k to just 15k💙 This review is after 3 week of usage..!Its really great on cameraSome reviews mention this phone as best camera phone, but actually it gives very good performance too!💪Display quality is premiumBattery quality is very good enough gives complete one day for above normal usage!!And only issue about this phone is heating up ONLY while using camera..Buyers please keep it in mind that heats up o...",5,1
633,This is my honest review after use of 10days:-Likes:-for the price range 15k *genuine product*great built design*front camera is best compared to back one*display*in box head phones are very awesome *android 7.0 update available*fast delivery it takes only 1 dayDislikes :-*low battery back up 2-3 times a day*not for heavy gamings*1sim+32Gb rom*slow charging 2:30 hours*mobile gets heated using on mobile data*very slipping natureSo finally if u want to buy this mobile 15k or ...,4,1
634,A very good looking phone. Quite a fast processor. The pictures in good light are excellent. Low light photography leaves a lot to be desired.,4,1
635,An awesome deal..i just pay 13500 for this premium phone.. The look is awesome.. And the best part of this phone is camera.. Now u dnt have to carry extra DSLR.. Bcs this phone camera is awesome,5,1
636,"Wow Awesome phone. Easy to carry. Thanks to giving just a cool mobile.Media volume little low, bass lavel low.",4,1
637,very good products,5,1
638,good,5,1
639,super look super display,5,1
640,So nice,5,1
641,M very happy,5,1
642,good  value for money,5,1
643,Good mobile but charging slow & hang if havely use,5,1
644,Nice product at this range,5,1
645,"Wow Awesome phone. Easy to carry. Thanks to giving just a cool mobile.Media volume little low, bass lavel low.",4,1
646,very good products,5,1
647,good,5,1
648,super look super display,5,1
649,So nice,5,1
650,M very happy,5,1
651,good  value for money,5,1
652,Good mobile but charging slow & hang if havely use,5,1
653,Nice product at this range,5,1
654,"I enjoyed the photos clarity and cpu performance of phone. I bought at 15kCons:*Display brightness low at day time*Average battery life*I received faulty product ( GPS not at all working)* No inbuilt video calling features via jio volte* GPU performance is average*No speed charger provided in box, normal 5v/2A chargingPros:*CPU performance is super like Snapdragon 821 or 835*Phone design is sexy but need to carefull with glasses*Rear Camera is best under 25k, Selfie is best clarit...",4,1
655,"Short and simple review:Pros1. Eye catcher. Amazing looks2. Perfect size. Not too large not too small.3. Great screen. Amazing color output.4. Outstanding camera.5. EMUI is wonderful. It takes time to get used to but its really precise, functional & efficient.6. Kirin processor is great. There is slight heat but its only normal.7. Speedy fingerprint sensor and useful for other functions.8. IR Blaster is really nifty with the built in app having profiles for most devices in the world...",5,1
656,Hi...AllColor...shapire blue colour of honor 8 is awesome. Camera...quality of picture is very good and front camera also giving the details.Memory..32 gb internal...4gb ram with 128 gb external memory is making this device great.Display....colour combination is very good with ltps lcd display.It is a very premium looking device and you will feel good in your hand.Very fast finger print and also it is a smart button you can use for multi task.Both side is with glass...and it will be sl...,5,1
657,"Awesome looks, great build quality, fantastic EMOUI, value for money features. Only con is it's slippery as hell. Using a cover hides it's beauty.But at no tables did it not turn heads.Totally happy about it.",5,1
658,"This is what I was looking for...awesome looks,   stylish logo, dual cam, great specs, reasonable price, honor brand, 2year warranty, VIP card, rare gem, one of its kind blue sapphire color, expandable up to 128GB, 15 layer crystal glass also slippery, 3 month screen damage warranty, feels like Samsung edge and iPhone 6s, amazing speaker, NFC.....................love you honor...I have used honor holly, honor 6, honor 5x and now honor 8 ...so without a doubt I am big fan of honor brand........",5,1
659,"I'll Explain in the end, why 3*  after having everything perfect except one. But that one is too risky to handle.This phone looks fantastic and works like a charm. Out of the crowd it actually stands out.Regarding reliability of hardware from honor, i can say that I'm using honor 6 from last 2yrs & I still find it my best companion until i had a hold on this gorgeous Honor 8FYI: I used honor 6 parallel to Galaxy note 3 cons:Its single simWorst thing is its glasses on front and back ar...",5,1
660,"This is truly a masterpiece , awesome design and craftmanship. The 2.5 D glass on the back makes a premium appeal to its looks. I bought sapphire blue which is sheer pleasure and a head turner. Performance is also awesome and not to forget the Price Tag , this is one of the best handsets in all aspects. Below are the Pros and Cons of HONOR8-Pros-1. Stunning design, 2.5D glass craftmanship.2. Incredible performance & beats S7 edge and One Plus3.3. Awesome camera, both rear and front.4. S...",4,1
661,It's been about 10 days since the purchase and being my first Honor phone I must say I'm very impressed with this phone. I'm not much of a gamer so this review is not based on the gaming performance although I only played temple run and it was a flawless experience! Likes1. Smooth performance without any lags or abrupt closing of apps. 2. Primary camera performance is awesome in pro mode.3. Screen looks awesome and is good to view in daylight as well if the brightness is set to nearly 50...,5,1
662,amazing ...simply amazing in the feel..too good to handle and just feels so rich in handling. Runs smooth with the interface (emui).  Very nice fingerprint sensor.highly recommend to buy this phone(especially blue version),5,1
663,"LTPS display is very share and smooth feel.Finger print sensor is very responsive even with the slight touch.Brilliant design. Stunning look. Reflects in sunlight.Good build quality.Battery backup is 1 day on heavy usage with data/wifi on.Rear DSLR picture quality, front camera is mind blowing.Kirin 950 processor is lag free. Can handle multiple apps. Very fast software/applications response.More fun with EMUIReally worth for 30K.It would have been flagship killer if Honor 8...",5,1
664,"After using 1 week         back camera is best at peak and front camera us below average. 7x has better performance ram and got fastest finger print censor. Face recognition system is also working greatly. As it has only 3340mah of battery but its battery performance amazes me. Battery act as a beast. Main fault of the 7x is that charging port, speaker and audio jack are at the bottom of the phone audo clarity is not that clear ath its high volume. Another disadantage is that it does not have...",4,1
665,this is very good product and very nice product good very good very good I love this phone thank you.....,5,1
666,"The mobile was an awsome one. It was been upto 7 months im using this phone.. It works good.. Only back drop is its hybrid sim and if the mobile is of 32 GB internal memory, only 19 to 22 is the capacity of memory remaining was occupied by the OS. So it was a major drawback. The performance  multitasking and the battery was an awsome one for the money. 😊 can trust it. Even though the phone shape was good, never forget to buy a cover, because it was so slippery.. I loved using it.",5,1
667,"Nice product at this price, I just compared honor 7x and Asus sensors max pro, finally selected 7x because of features given except battery life.... And flipkart you did a nice satisfying work for customers... Love you flipkart... Delivery was extra fast, booked Friday got it Sunday.... Excellent service flipkart....",5,1
668,I'm writing this after one month..the phone is really awesome .everything is fine ..I'm not having any problem.a great product with best service ..tnx flipkart,5,1
669,fantastic battery backup as well as finest quality of image...,5,1
670,I LIKE THS MOBILE,4,1
671,nice mobile .with awsm features,4,1
672,notbad,5,1
673,"After using 1 week         back camera is best at peak and front camera us below average. 7x has better performance ram and got fastest finger print censor. Face recognition system is also working greatly. As it has only 3340mah of battery but its battery performance amazes me. Battery act as a beast. Main fault of the 7x is that charging port, speaker and audio jack are at the bottom of the phone audo clarity is not that clear ath its high volume. Another disadantage is that it does not have...",4,1
674,this is very good product and very nice product good very good very good I love this phone thank you.....,5,1
675,"The mobile was an awsome one. It was been upto 7 months im using this phone.. It works good.. Only back drop is its hybrid sim and if the mobile is of 32 GB internal memory, only 19 to 22 is the capacity of memory remaining was occupied by the OS. So it was a major drawback. The performance  multitasking and the battery was an awsome one for the money. 😊 can trust it. Even though the phone shape was good, never forget to buy a cover, because it was so slippery.. I loved using it.",5,1
676,"Nice product at this price, I just compared honor 7x and Asus sensors max pro, finally selected 7x because of features given except battery life.... And flipkart you did a nice satisfying work for customers... Love you flipkart... Delivery was extra fast, booked Friday got it Sunday.... Excellent service flipkart....",5,1
677,I'm writing this after one month..the phone is really awesome .everything is fine ..I'm not having any problem.a great product with best service ..tnx flipkart,5,1
678,fantastic battery backup as well as finest quality of image...,5,1
679,I LIKE THS MOBILE,4,1
680,nice mobile .with awsm features,4,1
681,notbad,5,1
682,"After using 1 week         back camera is best at peak and front camera us below average. 7x has better performance ram and got fastest finger print censor. Face recognition system is also working greatly. As it has only 3340mah of battery but its battery performance amazes me. Battery act as a beast. Main fault of the 7x is that charging port, speaker and audio jack are at the bottom of the phone audo clarity is not that clear ath its high volume. Another disadantage is that it does not have...",4,1
683,this is very good product and very nice product good very good very good I love this phone thank you.....,5,1
684,"The mobile was an awsome one. It was been upto 7 months im using this phone.. It works good.. Only back drop is its hybrid sim and if the mobile is of 32 GB internal memory, only 19 to 22 is the capacity of memory remaining was occupied by the OS. So it was a major drawback. The performance  multitasking and the battery was an awsome one for the money. 😊 can trust it. Even though the phone shape was good, never forget to buy a cover, because it was so slippery.. I loved using it.",5,1
685,"Nice product at this price, I just compared honor 7x and Asus sensors max pro, finally selected 7x because of features given except battery life.... And flipkart you did a nice satisfying work for customers... Love you flipkart... Delivery was extra fast, booked Friday got it Sunday.... Excellent service flipkart....",5,1
686,I'm writing this after one month..the phone is really awesome .everything is fine ..I'm not having any problem.a great product with best service ..tnx flipkart,5,1
687,fantastic battery backup as well as finest quality of image...,5,1
688,I LIKE THS MOBILE,4,1
689,nice mobile .with awsm features,4,1
690,notbad,5,1
691,"After using 1 week         back camera is best at peak and front camera us below average. 7x has better performance ram and got fastest finger print censor. Face recognition system is also working greatly. As it has only 3340mah of battery but its battery performance amazes me. Battery act as a beast. Main fault of the 7x is that charging port, speaker and audio jack are at the bottom of the phone audo clarity is not that clear ath its high volume. Another disadantage is that it does not have...",4,1
692,this is very good product and very nice product good very good very good I love this phone thank you.....,5,1
693,"The mobile was an awsome one. It was been upto 7 months im using this phone.. It works good.. Only back drop is its hybrid sim and if the mobile is of 32 GB internal memory, only 19 to 22 is the capacity of memory remaining was occupied by the OS. So it was a major drawback. The performance  multitasking and the battery was an awsome one for the money. 😊 can trust it. Even though the phone shape was good, never forget to buy a cover, because it was so slippery.. I loved using it.",5,1
694,"Nice product at this price, I just compared honor 7x and Asus sensors max pro, finally selected 7x because of features given except battery life.... And flipkart you did a nice satisfying work for customers... Love you flipkart... Delivery was extra fast, booked Friday got it Sunday.... Excellent service flipkart....",5,1
695,I'm writing this after one month..the phone is really awesome .everything is fine ..I'm not having any problem.a great product with best service ..tnx flipkart,5,1
696,fantastic battery backup as well as finest quality of image...,5,1
697,I LIKE THS MOBILE,4,1
698,nice mobile .with awsm features,4,1
699,notbad,5,1
700,"After using 1 week         back camera is best at peak and front camera us below average. 7x has better performance ram and got fastest finger print censor. Face recognition system is also working greatly. As it has only 3340mah of battery but its battery performance amazes me. Battery act as a beast. Main fault of the 7x is that charging port, speaker and audio jack are at the bottom of the phone audo clarity is not that clear ath its high volume. Another disadantage is that it does not have...",4,1
701,this is very good product and very nice product good very good very good I love this phone thank you.....,5,1
702,"The mobile was an awsome one. It was been upto 7 months im using this phone.. It works good.. Only back drop is its hybrid sim and if the mobile is of 32 GB internal memory, only 19 to 22 is the capacity of memory remaining was occupied by the OS. So it was a major drawback. The performance  multitasking and the battery was an awsome one for the money. 😊 can trust it. Even though the phone shape was good, never forget to buy a cover, because it was so slippery.. I loved using it.",5,1
703,"Nice product at this price, I just compared honor 7x and Asus sensors max pro, finally selected 7x because of features given except battery life.... And flipkart you did a nice satisfying work for customers... Love you flipkart... Delivery was extra fast, booked Friday got it Sunday.... Excellent service flipkart....",5,1
704,I'm writing this after one month..the phone is really awesome .everything is fine ..I'm not having any problem.a great product with best service ..tnx flipkart,5,1
705,fantastic battery backup as well as finest quality of image...,5,1
706,I LIKE THS MOBILE,4,1
707,nice mobile .with awsm features,4,1
708,notbad,5,1
709,"After using 1 week         back camera is best at peak and front camera us below average. 7x has better performance ram and got fastest finger print censor. Face recognition system is also working greatly. As it has only 3340mah of battery but its battery performance amazes me. Battery act as a beast. Main fault of the 7x is that charging port, speaker and audio jack are at the bottom of the phone audo clarity is not that clear ath its high volume. Another disadantage is that it does not have...",4,1
710,this is very good product and very nice product good very good very good I love this phone thank you.....,5,1
711,"The mobile was an awsome one. It was been upto 7 months im using this phone.. It works good.. Only back drop is its hybrid sim and if the mobile is of 32 GB internal memory, only 19 to 22 is the capacity of memory remaining was occupied by the OS. So it was a major drawback. The performance  multitasking and the battery was an awsome one for the money. 😊 can trust it. Even though the phone shape was good, never forget to buy a cover, because it was so slippery.. I loved using it.",5,1
712,"Nice product at this price, I just compared honor 7x and Asus sensors max pro, finally selected 7x because of features given except battery life.... And flipkart you did a nice satisfying work for customers... Love you flipkart... Delivery was extra fast, booked Friday got it Sunday.... Excellent service flipkart....",5,1
713,I'm writing this after one month..the phone is really awesome .everything is fine ..I'm not having any problem.a great product with best service ..tnx flipkart,5,1
714,fantastic battery backup as well as finest quality of image...,5,1
715,I LIKE THS MOBILE,4,1
716,nice mobile .with awsm features,4,1
717,notbad,5,1
718,"After using 1 week         back camera is best at peak and front camera us below average. 7x has better performance ram and got fastest finger print censor. Face recognition system is also working greatly. As it has only 3340mah of battery but its battery performance amazes me. Battery act as a beast. Main fault of the 7x is that charging port, speaker and audio jack are at the bottom of the phone audo clarity is not that clear ath its high volume. Another disadantage is that it does not have...",4,1
719,this is very good product and very nice product good very good very good I love this phone thank you.....,5,1
720,"The mobile was an awsome one. It was been upto 7 months im using this phone.. It works good.. Only back drop is its hybrid sim and if the mobile is of 32 GB internal memory, only 19 to 22 is the capacity of memory remaining was occupied by the OS. So it was a major drawback. The performance  multitasking and the battery was an awsome one for the money. 😊 can trust it. Even though the phone shape was good, never forget to buy a cover, because it was so slippery.. I loved using it.",5,1
721,"Nice product at this price, I just compared honor 7x and Asus sensors max pro, finally selected 7x because of features given except battery life.... And flipkart you did a nice satisfying work for customers... Love you flipkart... Delivery was extra fast, booked Friday got it Sunday.... Excellent service flipkart....",5,1
722,I'm writing this after one month..the phone is really awesome .everything is fine ..I'm not having any problem.a great product with best service ..tnx flipkart,5,1
723,fantastic battery backup as well as finest quality of image...,5,1
724,I LIKE THS MOBILE,4,1
725,nice mobile .with awsm features,4,1
726,notbad,5,1
727,Superb phone and camera very nice I love this,5,1
728,nice mobile ....excellent ...i like it,5,1
729,Nice phone & decent look,4,1
730,awesome phone in this range Camera quality is very good I am very happy with this phone Thanks to flipkart,4,1
731,It's over all good phone and this is my second phone am so happy thanks huwai team,5,1
732,Good mobile,4,1
733,very nice phone &  it's colour is ossam and display & camera quality  is supurb . I love this phone .,5,1
734,"Very light, easy to handle and good looking phone. I am not a heavy gamer. So battery is adequate for day to day use. I would say just go for it. Even its functioning more smoothly than asus max pro 6 gb version.",5,1
735,Mobile is very good camera is great and good for in this budget this is budget friendly mobile.,5,1
